timestamp,gyroX,gyroY,gyroZ,Accel_1_X,Accel_1_Y,Accel_1_Z,Accel_2_X,Accel_2_Y,Accel_2_Z,classification
81099,-6.8,-5.6,-0.6,0.1,0.39,0.78,0.88,-0.24,0.0, swing-hit
81112,-6.6,-5.7,-0.7,0.15,0.49,0.83,0.88,-0.34,0.0, swing-hit
81124,-7.0,-6.1,-1.0,0.15,0.64,0.69,0.93,-0.54,0.0, swing-hit
81137,-7.1,-7.0,-1.4,0.2,0.78,0.64,0.83,-0.54,0.24, swing-hit
81149,-6.8,-8.2,-2.0,0.29,0.98,0.54,0.83,-0.93,0.29, swing-hit
81162,-6.0,-13.3,-5.0,0.39,1.08,0.39,0.78,-1.08,0.39, swing-hit
81175,-5.6,-14.1,-5.6,0.34,1.23,0.29,0.64,-1.27,0.54, swing-hit
81187,-4.3,-15.3,-7.3,0.34,1.27,0.2,0.69,-1.71,0.34, swing-hit
81201,-4.1,-17.0,-7.0,0.34,1.27,0.2,0.59,-1.86,0.44, swing-hit
81213,-5.2,-19.5,-7.0,0.39,1.18,-0.69,0.39,-2.25,0.54, swing-hit
81227,-2.2,-24.2,-8.5,0.34,0.93,-1.32,0.05,-2.35,0.54, swing-hit
81240,-0.4,-29.7,-8.9,0.2,0.39,-2.35,-1.13,-2.55,0.1, swing-hit
81252,11.7,-28.8,-4.7,-0.05,-0.24,-2.74,-1.37,-2.4,-0.59, swing-hit
81266,12.9,-29.3,1.5,-0.24,-2.79,-3.77,-2.01,-1.91,-2.01, swing-hit
81280,15.7,-22.9,6.2,-0.15,-4.46,-4.02,-2.79,-0.1,-2.21, swing-hit
81293,26.7,-8.6,20.9,0.1,-6.17,-3.97,-3.09,0.98,-2.21, swing-hit
81306,29.0,0.2,22.1,0.54,-8.62,-3.97,-3.38,1.57,-2.35, swing-hit
81319,32.4,5.4,22.9,0.73,-9.46,-4.17,-3.82,3.04,-2.5, swing-hit
81333,39.0,20.0,26.6,0.93,-10.39,-4.46,-3.68,3.63,-2.79, swing-hit
81345,39.3,26.6,28.8,1.08,-11.07,-6.17,-3.28,4.31,-2.4, swing-hit
