timestamp,gyroX,gyroY,gyroZ,Accel_1_X,Accel_1_Y,Accel_1_Z,Accel_2_X,Accel_2_Y,Accel_2_Z,classification
78484,-8.0,-2.8,-0.0,0.34,0.54,0.88,1.08,0.05,0.0, swing-hit
78496,-8.1,-3.4,-0.9,0.34,0.69,0.98,1.08,0.05,0.15, swing-hit
78509,-8.2,-4.8,-2.1,0.34,0.78,0.98,1.13,-0.05,0.05, swing-hit
78521,-8.6,-5.2,-2.3,0.39,0.78,1.03,1.23,-0.05,0.05, swing-hit
78535,-9.0,-4.6,-2.0,0.39,0.88,1.13,1.37,0.0,0.2, swing-hit
78547,-9.8,-3.6,-2.0,0.49,0.93,1.37,1.47,-0.29,0.64, swing-hit
78560,-11.9,-4.4,-6.7,0.73,1.27,1.23,1.52,-0.44,0.73, swing-hit
78574,-12.1,-5.4,-8.3,0.73,1.47,1.18,1.57,-0.64,0.73, swing-hit
78587,-11.9,-8.0,-9.3,0.69,1.62,1.18,1.62,-1.27,0.39, swing-hit
78601,-13.4,-14.0,-8.3,0.29,1.47,0.98,1.67,-1.57,0.15, swing-hit
78614,-13.7,-14.8,-6.6,0.15,1.42,0.83,1.62,-1.96,-0.1, swing-hit
78627,-14.2,-17.4,-4.3,0.0,1.52,0.44,1.32,-2.4,-1.13, swing-hit
78641,-12.0,-28.7,2.5,-0.49,1.23,-1.32,-0.05,-2.89,-2.11, swing-hit
78653,-7.7,-33.0,6.7,-1.23,0.29,-1.96,-0.54,-3.43,-3.04, swing-hit
78666,0.6,-36.6,21.4,-1.23,-0.54,-3.19,-1.42,-3.72,-3.53, swing-hit
78680,12.2,-32.7,33.0,-0.64,-1.71,-4.46,-2.94,-2.16,-3.04, swing-hit
78692,19.6,-36.7,31.8,0.34,-4.8,-6.17,-3.63,-1.62,-2.84, swing-hit
78705,31.5,-28.5,24.8,0.73,-6.57,-6.37,-4.21,-0.49,-2.79, swing-hit
