timestamp,gyroX,gyroY,gyroZ,Accel_1_X,Accel_1_Y,Accel_1_Z,Accel_2_X,Accel_2_Y,Accel_2_Z,classification
90910,-0.6,13.2,-0.4,-0.2,-0.93,-0.34,0.29,2.06,0.24, stab-hit
90923,-0.4,14.3,-1.1,-0.24,-1.08,-0.29,0.49,2.01,0.24, stab-hit
90935,-1.3,15.2,-2.3,-0.29,-1.23,-0.34,0.69,2.01,0.2, stab-hit
90948,-2.1,15.0,-1.9,-0.29,-1.47,-0.34,0.93,2.01,0.29, stab-hit
90961,-5.2,16.1,-1.0,-0.49,-1.71,-0.39,1.52,1.57,0.1, stab-hit
90974,-9.7,13.2,-1.1,-0.49,-1.76,-0.24,1.81,1.13,0.05, stab-hit
90987,-12.3,11.7,-0.7,-0.59,-1.67,-0.2,2.11,0.73,-0.05, stab-hit
91000,-17.3,4.7,0.0,-0.73,-1.67,-0.05,2.89,0.0,-0.49, stab-hit
91014,-20.6,1.7,1.1,-0.69,-1.32,0.24,3.14,-0.34,-0.59, stab-hit
91026,-29.0,-5.7,3.5,-0.44,-1.03,0.49,3.38,-0.59,-0.44, stab-hit
91039,-31.9,-7.7,2.8,-0.2,-0.44,0.39,3.48,-1.27,-0.39, stab-hit
91054,-34.1,-9.9,2.1,0.15,0.88,0.44,3.23,-1.52,-0.39, stab-hit
91066,-31.4,-16.9,0.3,0.24,1.52,0.54,3.09,-1.67,-0.34, stab-hit
91079,-29.7,-18.0,0.6,0.44,1.86,0.64,2.7,-1.32,0.0, stab-hit
91094,-28.2,-18.0,0.8,0.54,1.81,0.98,2.65,-0.73,-0.1, stab-hit
91106,-23.6,-13.3,-2.2,0.98,2.06,0.98,2.65,-0.73,0.05, stab-hit
91118,-24.0,-7.7,-1.1,1.13,2.25,0.88,2.35,-0.59,0.1, stab-hit
91132,-22.2,-9.8,-3.8,1.23,2.5,0.98,1.96,-0.64,0.1, stab-hit
91145,-17.7,-7.0,-3.1,1.23,2.11,1.47,1.96,-0.34,0.15, stab-hit
91158,-16.4,-8.3,-3.7,1.03,1.91,2.06,2.35,0.1,-0.2, stab-hit
91170,-20.6,-0.5,0.7,1.37,2.35,1.96,2.55,0.39,-0.05, stab-hit
91184,-23.4,2.1,2.6,1.57,2.45,2.16,2.74,0.39,-0.2, stab-hit
91196,-22.5,-2.3,-0.6,1.52,2.94,2.3,2.65,0.24,-0.44, stab-hit
91208,-24.0,-0.1,2.7,1.32,2.84,2.6,2.89,0.93,-0.73, stab-hit
91222,-23.0,-0.6,3.3,1.23,2.55,2.74,2.94,1.42,-1.03, stab-hit
91234,-26.2,12.8,10.1,1.13,2.84,2.5,2.6,1.86,-1.13, stab-hit
91247,-24.1,12.8,10.7,1.13,3.14,2.3,2.3,2.01,-1.42, stab-hit
91259,-21.7,14.3,12.9,1.52,3.82,1.32,1.47,2.11,-0.88, stab-hit
91273,-19.5,17.2,14.8,1.37,3.72,0.88,1.03,2.5,-0.73, stab-hit
91286,-8.9,16.4,8.3,1.23,3.72,0.24,0.34,2.99,-0.59, stab-hit
91299,-5.1,20.5,8.8,0.59,3.38,-1.62,-1.32,3.82,0.15, stab-hit
91313,8.1,30.1,4.3,0.0,3.77,-3.04,-2.74,4.21,0.05, stab-hit
91325,24.3,34.0,2.5,-1.47,4.8,-5.19,-4.8,4.7,-0.44, stab-hit
91338,36.4,37.4,5.8,-3.38,2.99,-24.99,-18.47,-5.19,-1.57, stab-hit
91353,39.3,26.3,28.3,0.64,1.42,-1.37,-0.39,-3.09,-4.41, stab-hit
91365,10.2,-38.7,30.7,-0.05,1.37,-5.54,-4.65,3.19,-1.18, stab-hit
91379,39.3,26.3,17.7,1.71,0.0,-5.29,-0.73,5.73,1.86, stab-hit
91393,39.0,39.7,-6.4,1.81,1.47,-4.17,-3.48,4.07,3.04, stab-hit
91405,16.8,35.0,-22.0,1.71,2.7,-3.82,-3.38,2.99,3.04, stab-hit
91418,39.3,15.6,-26.1,1.47,2.94,-3.38,-2.79,2.06,0.88, stab-hit
91431,37.1,15.1,-20.9,0.64,2.5,-2.01,-2.06,1.91,-0.24, stab-hit
91445,22.6,16.6,4.6,-0.2,1.76,-1.03,-1.13,1.96,-0.73, stab-hit
91457,15.1,17.1,8.8,-0.05,1.52,-0.34,-0.39,2.79,-0.44, stab-hit
91469,9.2,18.6,8.4,0.05,1.32,0.0,0.49,3.33,-0.54, stab-hit
91483,-1.3,29.5,7.7,0.1,1.32,0.34,0.78,3.58,-0.69, stab-hit
91495,-3.9,30.3,9.0,0.1,2.3,1.03,1.03,3.23,-0.93, stab-hit
91508,-6.4,29.1,10.3,0.15,3.04,1.52,1.91,1.62,-1.08, stab-hit
91521,-12.8,19.8,13.0,0.34,3.72,1.91,2.06,1.18,-1.08, stab-hit
91533,-17.4,8.2,10.1,0.39,4.26,2.06,2.16,0.69,-1.27, stab-hit
91546,-18.7,4.4,10.2,0.34,4.51,1.71,1.91,0.64,-1.52, stab-hit
91559,-17.6,4.2,14.1,0.59,4.36,1.76,1.96,0.83,-1.27, stab-hit
91572,-16.9,5.9,13.4,0.78,4.02,1.81,1.91,0.88,-0.93, stab-hit
91585,-16.8,4.9,8.4,1.08,3.87,1.57,2.01,0.78,-0.54, stab-hit
91598,-16.7,4.8,5.5,1.67,3.23,1.57,2.3,0.54,0.93, stab-hit
91612,-17.6,3.1,0.5,1.67,2.84,1.52,2.4,0.39,1.23, stab-hit
91624,-18.9,-1.2,-13.0,1.47,2.5,1.32,2.35,0.29,1.23, stab-hit
91637,-19.0,-1.5,-13.1,0.73,1.96,0.78,2.06,0.0,0.54, stab-hit
91652,-18.5,-2.4,-11.9,0.39,1.71,0.59,1.96,0.05,0.24, stab-hit
91664,-16.3,-1.2,-4.0,0.29,1.62,0.29,1.76,0.05,0.24, stab-hit
91678,-15.5,-1.3,-3.4,0.15,1.18,0.1,1.67,0.2,0.05, stab-hit
91692,-14.5,-1.5,-2.7,0.05,0.73,0.0,1.62,0.39,-0.05, stab-hit
91704,-13.5,0.5,-0.6,0.0,0.49,0.0,1.62,0.44,0.0, stab-hit
91716,-13.8,1.2,-0.4,-0.1,0.29,0.05,1.71,0.78,-0.05, stab-hit
91730,-13.8,2.6,-0.0,0.05,0.2,0.15,1.67,0.83,0.0, stab-hit
91743,-14.2,4.7,-0.4,0.0,0.1,0.05,1.52,0.64,0.0, stab-hit
91755,-13.7,3.8,-0.9,-0.2,0.05,0.0,1.27,0.49,-0.29, stab-hit
91768,-10.8,3.7,0.8,-0.34,-0.1,0.1,1.57,0.73,-0.24, stab-hit
91782,-11.0,4.1,2.2,-0.24,-0.54,0.34,1.62,0.93,-0.2, stab-hit
91794,-12.4,5.3,1.5,-0.1,-0.64,0.39,1.42,0.98,-0.05, stab-hit
91806,-11.3,3.6,0.7,-0.05,-0.69,0.44,1.27,1.03,0.0, stab-hit
91820,-10.9,3.5,0.5,-0.05,-0.78,0.39,1.23,1.18,-0.05, stab-hit
91832,-9.2,8.6,0.7,0.0,-1.03,0.73,1.23,1.27,-0.1, stab-hit
91844,-9.6,9.1,1.5,0.05,-1.03,0.54,1.27,1.13,-0.05, stab-hit
91857,-9.4,8.9,1.8,0.05,-0.88,0.54,0.93,0.88,-0.05, stab-hit
91870,-7.1,5.5,0.9,0.05,-0.78,0.54,0.88,0.93,-0.15, stab-hit
91882,-6.2,6.3,1.5,0.1,-0.73,0.54,0.93,1.08,-0.1, stab-hit
91894,-6.3,7.1,1.8,0.05,-0.44,0.59,0.93,1.13,-0.15, stab-hit
91908,-6.1,6.8,1.5,0.05,-0.34,0.59,0.73,1.13,-0.24, stab-hit
91920,-5.7,6.6,1.8,0.05,-0.05,0.59,0.78,0.98,-0.34, stab-hit
