timestamp,gyroX,gyroY,gyroZ,Accel_1_X,Accel_1_Y,Accel_1_Z,Accel_2_X,Accel_2_Y,Accel_2_Z,classification
89466,39.3,39.7,17.0,-1.86,4.26,-17.98,-17.69,-1.62,0.44, stab-hit
89480,39.3,26.9,39.4,0.2,2.55,-4.26,-2.16,-4.46,-5.68, stab-hit
89493,28.6,-38.0,24.7,0.29,1.37,-3.92,-4.26,0.49,-2.6, stab-hit
89507,12.5,-2.0,38.8,1.27,0.54,-4.75,-3.33,6.32,2.89, stab-hit
89521,38.2,30.6,-26.5,1.62,0.59,-2.3,-1.71,4.65,3.09, stab-hit
89534,21.1,25.2,-29.3,1.23,1.23,-2.74,-2.25,3.14,1.52, stab-hit
89547,26.5,30.8,-25.6,0.39,1.96,-2.11,-1.76,2.35,0.39, stab-hit
89561,21.4,18.5,-5.0,0.39,2.11,-1.67,-1.37,1.67,-0.05, stab-hit
89573,19.0,17.5,1.6,0.15,2.01,-1.18,-0.93,1.47,-0.15, stab-hit
89586,15.3,17.0,3.1,0.0,1.81,0.0,0.15,1.52,-0.05, stab-hit
89600,3.0,11.9,2.2,0.34,1.76,0.39,0.54,1.76,0.05, stab-hit
89612,-1.1,12.5,1.1,0.39,1.81,0.69,0.88,2.11,0.05, stab-hit
89624,-3.4,12.0,-0.6,0.29,1.91,1.18,1.71,2.5,-0.73, stab-hit
89637,-8.5,16.2,2.1,0.15,2.16,1.71,1.86,2.21,-1.03, stab-hit
89651,-14.5,19.7,9.1,0.2,2.65,1.67,1.86,1.81,-1.08, stab-hit
89663,-16.3,17.4,11.8,0.34,3.09,1.71,1.81,1.37,-0.93, stab-hit
89675,-15.6,13.6,10.8,0.54,3.28,1.67,1.76,0.44,-0.05, stab-hit
89689,-15.4,4.1,3.3,0.64,3.33,1.62,1.71,0.29,0.0, stab-hit
89702,-14.1,-1.0,-1.1,0.64,3.23,1.47,1.67,0.29,0.0, stab-hit
89714,-13.8,-1.5,-1.0,0.59,3.14,1.37,1.57,0.2,-0.2, stab-hit
89728,-13.6,-1.9,-0.6,0.44,2.89,1.32,1.52,0.15,-0.39, stab-hit
89740,-13.1,-0.7,2.3,0.34,2.7,1.18,1.42,0.39,-0.39, stab-hit
89753,-12.5,1.0,3.6,0.39,2.16,0.83,1.37,0.69,-0.2, stab-hit
89766,-11.6,2.1,3.7,0.34,1.71,0.78,1.42,0.83,-0.29, stab-hit
89779,-10.7,3.7,2.8,0.29,1.42,0.73,1.42,0.88,-0.05, stab-hit
89792,-11.0,4.9,2.2,0.59,0.73,0.73,1.47,1.03,0.2, stab-hit
89806,-11.5,6.5,-2.1,0.44,0.59,0.83,1.57,1.42,0.24, stab-hit
89819,-11.5,8.5,-3.5,0.29,0.39,0.93,1.57,1.47,0.1, stab-hit
89832,-11.9,9.6,-3.1,0.2,0.34,1.47,1.62,1.57,-0.05, stab-hit
89846,-12.3,9.6,-0.4,0.0,0.34,1.08,1.52,1.52,-0.29, stab-hit
89859,-12.5,12.6,3.3,-0.05,0.59,1.03,1.37,1.32,-0.29, stab-hit
89871,-11.3,11.3,4.0,0.05,0.78,0.83,1.13,1.03,-0.34, stab-hit
89885,-9.5,8.3,3.5,0.0,0.88,0.69,0.98,0.83,-0.2, stab-hit
89897,-7.3,6.7,2.9,0.1,0.83,0.73,1.08,0.88,-0.1, stab-hit
89910,-7.6,7.3,1.7,0.15,0.98,0.69,1.03,0.78,0.05, stab-hit
89923,-7.4,6.5,0.1,0.24,0.98,0.59,0.88,1.03,0.15, stab-hit
